"ticker","nombre_empresa","sector","industria","fecha_consulta","market_cap","enterprise_value"
"CFIV","CF Acquisition Corp. IV","Financial Services","Shell Companies",NULL,"221290222.0",NULL
"CFIVU","CF Acquisition Corp. IV","Financial Services","Shell Companies",NULL,"221290215.0",NULL
"CFIVW","CF Acquisition Corp. IV","Financial Services","Shell Companies",NULL,"221290222.0",NULL
"CFL.MI","Cofle S.p.A.","Consumer Cyclical","Auto - Parts",NULL,"18948119.0",NULL
"CFLT","Confluent, Inc.","Technology","Software - Infrastructure","2025-05-30","7839178130.0",NULL
"CFM.MI","CrowdFundMe S.p.A.","Financial Services","Asset Management",NULL,"2176831.0",NULL
"CFMS","Conformis, Inc.","Healthcare","Medical - Devices",NULL,"17881902.0",NULL
"CFN.LS","Cofina, SGPS, S.A.","Communication Services","Publishing",NULL,"2123116.0",NULL
"CFR","Cullen/Frost Bankers, Inc.","Financial Services","Banks - Regional",NULL,"8134347860.0",NULL
"CFR-PB","Cullen/Frost Bankers, Inc.","Financial Services","Banks - Regional",NULL,"1101251710.0",NULL
"CFSB","CFSB Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"89388049.0",NULL
"CFVI","CF Acquisition Corp. VI","Financial Services","Shell Companies",NULL,"3360725007.0",NULL
"CFX","Colfax Corporation","Industrials","Industrial - Machinery",NULL,"2121942312.0",NULL
"CFX.L","Colefax Group PLC","Consumer Cyclical","Furnishings, Fixtures & Appliances",NULL,"45979334.0",NULL
"CFYN.L","Caffyns plc","Consumer Cyclical","Auto - Dealerships",NULL,"12270645.0",NULL
"CG","The Carlyle Group Inc.","Financial Services","Asset Management",NULL,"16283622240.0",NULL
"CGA","China Green Agriculture, Inc.","Basic Materials","Agricultural Inputs",NULL,"29291130.0",NULL
"CGABL","The Carlyle Group Inc. 4.625% Subordinated Notes due 2061","Financial Services","Financial - Credit Services",NULL,"6103703339.0",NULL
"CGAU","Centerra Gold Inc.","Basic Materials","Gold",NULL,"1568123355.0",NULL
"CGBD","Carlyle Secured Lending, Inc.","Financial Services","Asset Management",NULL,"1013351700.0",NULL
"CGBDL","Carlyle Secured Lending, Inc. 8.20% Notes due 2028","Financial Services","Investment - Banking & Investment Services",NULL,"1010661664.0",NULL
"CGBS","Crown LNG Holdings Limited","Energy","Oil & Gas Integrated",NULL,"29385383.0",NULL
"CGBSW","Crown LNG Holdings Limited Warrants","Energy","Oil & Gas Integrated",NULL,"2268459.0",NULL
"CGC","Canopy Growth Corporation","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"317733585.0",NULL
"CGCL.NS","Capri Global Capital Limited","Financial Services","Financial - Credit Services",NULL,"144180769840.0",NULL
"CGCTU","Cartesian Growth Corporation III Unit","Financial Services","Shell Companies",NULL,"278069170.0",NULL
"CGEM","Cullinan Oncology, Inc.","Healthcare","Biotechnology",NULL,"528181565.0",NULL
"CGEN","Compugen Ltd.","Healthcare","Biotechnology",NULL,"155231580.0",NULL
"CGEO.L","Georgia Capital PLC","Industrials","Conglomerates",NULL,"666763200.0",NULL
"CGH.L","Chaarat Gold Holdings Limited","Basic Materials","Gold",NULL,"1046860.0",NULL
"CGI.L","Canadian General Investments, Limited","Financial Services","Asset Management",NULL,"439126155.0",NULL
"CGL.L","Castelnau Group Limited","Financial Services","Asset Management",NULL,"273476576.0",NULL
"CGNR.L","Conroy Gold and Natural Resources plc","Basic Materials","Gold",NULL,"1928647.0",NULL
"CGNT","Cognyte Software Ltd.","Technology","Software - Infrastructure",NULL,"798713820.0",NULL
"CGNX","Cognex Corporation","Technology","Hardware, Equipment & Parts","2025-05-30","5030914050.0",NULL
"CGO","Calamos Global Total Return Fund","Financial Services","Asset Management - Global",NULL,"111244923.0",NULL
"CGO.L","Contango Holdings plc","Financial Services","Asset Management",NULL,"7200801.0",NULL
"CGON","CG Oncology, Inc. Common stock","Healthcare","Biotechnology",NULL,"2019970715.0",NULL
"CGPOWER.NS","CG Power and Industrial Solutions Limited","Industrials","Electrical Equipment & Parts",NULL,"1033471377000.0",NULL
"CGRN","Capstone Green Energy Corporation","Industrials","Industrial - Machinery",NULL,"6788686.0",NULL
"CGS.L","Castings P.L.C.","Industrials","Industrial - Machinery",NULL,"121682680.0",NULL
"CGT.L","Capital Gearing Trust p.l.c","Financial Services","Asset Management",NULL,"842624145.0",NULL
"CGTL","Creative Global Technology Holdings Limited Ordinary Shares","Consumer Cyclical","Specialty Retail","2025-06-01","20687188.0",NULL
"CGTX","Cognition Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"19093858.0",NULL
"CGW.L","Chelverton Growth Trust PLC","Financial Services","Asset Management",NULL,"3412234.0",NULL
"CHA","Chagee Holdings Limited American Depositary Shares","Consumer Cyclical","Beverages - Non-Alcoholic","2025-05-31","5202913772.0",NULL
"CHAA","Catcha Investment Corp","Financial Services","Shell Companies",NULL,"77565547.0",NULL
"CHAA-UN","Catcha Investment Corp","Financial Services","Shell Companies",NULL,"385340280.0",NULL
"CHAA-WT","Catcha Investment Corp. Redeema","","",NULL,"77565547.0",NULL
"CHALET.NS","Chalet Hotels Limited","Consumer Cyclical","Travel Lodging",NULL,"193877101500.0",NULL
"CHAMBLFERT.NS","Chambal Fertilisers and Chemicals Limited","Basic Materials","Agricultural Inputs",NULL,"218155014000.0",NULL
"CHAR","Charlton Aria Acquisition Corporation","Financial Services","Shell Companies",NULL,"112062300.0",NULL
"CHAR.L","Chariot Limited","Energy","Oil & Gas Exploration & Production",NULL,"16493989.0",NULL
"CHARU","Charlton Aria Acquisition Corporation","Financial Services","Shell Companies",NULL,"112939500.0",NULL
"CHCI","Comstock Holding Companies, Inc.","Real Estate","Real Estate - Diversified",NULL,"95229580.0",NULL
"CHCLX","AB Discovery Growth Fund, Inc. - Class A","Financial Services","Asset Management",NULL,"2364274331.0",NULL
"CHCO","City Holding Company","Financial Services","Banks - Regional",NULL,"1691556000.0",NULL
"CHCT","Community Healthcare Trust Incorporated","Real Estate","REIT - Healthcare Facilities",NULL,"463889786.0",NULL
"CHD","Church & Dwight Co., Inc.","Consumer Defensive","Household & Personal Products","2025-05-31","24211491870.0",NULL
"CHDN","Churchill Downs Incorporated","Consumer Cyclical","Gambling, Resorts & Casinos","2025-05-31","6895998587.0",NULL
"CHDRAUIB.MX","Grupo Comercial Chedraui, S.A.B. de C.V.","Consumer Defensive","Grocery Stores",NULL,"138072089880.0",NULL
"CHE","Chemed Corporation","Healthcare","Medical - Care Facilities",NULL,"8163553590.0",NULL
"CHEA","Chenghe Acquisition Co.","Financial Services","Shell Companies",NULL,"62219845.0",NULL
"CHEAU","Chenghe Acquisition Co.","Financial Services","Shell Companies",NULL,"62219837.0",NULL
"CHEB","Chenghe Acquisition II Co.","Financial Services","Shell Companies",NULL,"27546446.0",NULL
"CHEB-UN","Chenghe Acquisition II Co.","Financial Services","Shell Companies",NULL,"112051980.0",NULL
"CHEF","The Chefs' Warehouse, Inc.","Consumer Defensive","Food Distribution","2025-05-31","2594793630.0",NULL
"CHEK","Check-Cap Ltd.","Healthcare","Medical - Diagnostics & Research",NULL,"4569131.0",NULL
"CHEMBOND.NS","Chembond Chemicals Limited","Basic Materials","Chemicals - Specialty",NULL,"3345937040.0",NULL
"CHEMCON.NS","Chemcon Speciality Chemicals Limited","Basic Materials","Chemicals - Specialty",NULL,"7337129210.0",NULL
"CHEMFAB.NS","Chemfab Alkalis Limited","Basic Materials","Chemicals - Specialty",NULL,"11357377590.0",NULL
"CHEMPLASTS.NS","Chemplast Sanmar Limited","Basic Materials","Chemicals",NULL,"68698608165.0",NULL
"CHENNPETRO.NS","Chennai Petroleum Corporation Limited","Energy","Oil & Gas Refining & Marketing",NULL,"98936468400.0",NULL
"CHEVIOT.NS","Cheviot Company Limited","Consumer Cyclical","Apparel - Manufacturers",NULL,"6532379034.0",NULL
"CHF.L","Chesterfield Resources plc","Basic Materials","Industrial Materials",NULL,"1250626.0",NULL
"CHG","LuxUrban Hotels Inc.","Real Estate","Real Estate - Services",NULL,"35869470.0",NULL
"CHG.L","Chemring Group PLC","Industrials","Aerospace & Defense",NULL,"1512545877.0",NULL
"CHGG","Chegg, Inc.","Consumer Defensive","Education & Training Services","2025-05-31","108701400.0",NULL
"CHH","Choice Hotels International, Inc.","Consumer Cyclical","Travel Lodging","2025-05-31","5877901328.0",NULL
"CHH.L","Churchill China plc","Consumer Cyclical","Furnishings, Fixtures & Appliances",NULL,"70300137.0",NULL
"CHI","Calamos Convertible Opportunities and Income Fund","Financial Services","Asset Management - Income",NULL,"792731870.0",NULL
"CHI.L","CT UK High Income Ord","Financial Services","Asset Management",NULL,"120822025.0",NULL
"CHIB.L","CT UK High Income B Share Ord","Financial Services","Asset Management",NULL,"117090815.0",NULL
"CHK","Chesapeake Energy Corporation","Energy","Oil & Gas Exploration & Production",NULL,"10695127780.0",NULL
"CHKEL","Chesapeake Energy Corporation","Energy","Oil & Gas Exploration & Production",NULL,"8205426750.0",NULL
"CHKEW","Chesapeake Energy Corporation","Energy","Oil & Gas Exploration & Production",NULL,"9438210065.0",NULL
"CHKEZ","Chesapeake Energy Corporation","Energy","Oil & Gas Exploration & Production",NULL,"8407608465.0",NULL
"CHKP","Check Point Software Technologies Ltd.","Technology","Software - Infrastructure","2025-05-30","24803496720.0",NULL
"CHLL.L","Chill Brands Group PLC","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"10885257.0",NULL
"CHMG","Chemung Financial Corporation","Financial Services","Banks - Regional",NULL,"219492921.0",NULL
"CHMI","Cherry Hill Mortgage Investment Corporation","Real Estate","REIT - Mortgage",NULL,"96342280.0",NULL
"CHMI-PA","Cherry Hill Mortgage Investment Corporation","Real Estate","REIT - Mortgage",NULL,"100287931.0",NULL
"CHMI-PB","Cherry Hill Mortgage Investment Corporation","Real Estate","REIT - Mortgage",NULL,"98091816.0",NULL
"CHN","The China Fund, Inc.","Financial Services","Asset Management",NULL,"127981379.0",NULL
"CHNR","China Natural Resources, Inc.","Industrials","Waste Management",NULL,"5228857.0",NULL
"CHOICEIN.NS","Choice International Limited","Financial Services","Financial - Capital Markets",NULL,"138730276750.0",NULL
"CHOLAFIN.NS","Cholamandalam Investment and Finance Company Limited","Financial Services","Financial - Credit Services",NULL,"1330246079100.0",NULL
"CHOLAHLDNG.NS","Cholamandalam Financial Holdings Limited","Financial Services","Financial - Credit Services",NULL,"368155586200.0",NULL
"CHPT","ChargePoint Holdings, Inc.","Consumer Cyclical","Specialty Retail","2025-05-31","321123740.0",NULL
"CHR","Cheer Holding, Inc.","Communication Services","Advertising Agencies",NULL,"16231662.0",NULL
"CHRA","Charah Solutions, Inc.","Industrials","Waste Management",NULL,"20279615.0",NULL
"CHRD","Chord Energy Corporation","Energy","Oil & Gas Exploration & Production",NULL,"5313441600.0",NULL
"CHRO","Channel Therapeutics Corporation","Healthcare","Biotechnology",NULL,"8838439.0",NULL
"CHROMATIC.NS","Chromatic India Limited","Basic Materials","Chemicals - Specialty",NULL,"63941484.0",NULL
"CHRS","Coherus BioSciences, Inc.","Healthcare","Biotechnology",NULL,"91633443.0",NULL
"CHRT.L","Cohort plc","Industrials","Aerospace & Defense",NULL,"694736875.0",NULL
"CHRW","C.H. Robinson Worldwide, Inc.","Industrials","Integrated Freight & Logistics",NULL,"11373836145.0",NULL
"CHRY.L","Chrysalis Investments Limited","Financial Services","Asset Management",NULL,"543814464.0",NULL
"CHS","Chico's FAS, Inc.","Consumer Cyclical","Apparel - Retail","2025-05-31","937038630.0",NULL
"CHSCL","CHS Inc.","Consumer Defensive","Agricultural Farm Products","2025-05-31","334097114.0",NULL
"CHSCM","CHS Inc.","Consumer Defensive","Agricultural Farm Products",NULL,"339431247.0",NULL
"CHSCN","CHS Inc.","Consumer Defensive","Agricultural Farm Products",NULL,"340373355.0",NULL
"CHSCO","CHS Inc.","Consumer Defensive","Agricultural Farm Products",NULL,"331834880.0",NULL
"CHSCP","CHS Inc.","Consumer Defensive","Agricultural Farm Products",NULL,"340916160.0",NULL
"CHSN","Chanson International Holding","Consumer Cyclical","Restaurants","2025-06-01","12972821.0",NULL
"CHSR.PA","Chausseria","Consumer Cyclical","Apparel - Footwear & Accessories","2025-06-01","3361022.0",NULL
"CHSS.L","World Chess PLC","Technology","Software - Application",NULL,"20373821.0",NULL
"CHT","Chunghwa Telecom Co., Ltd.","Communication Services","Telecommunications Services",NULL,"33847694760.0",NULL
"CHTR","Charter Communications, Inc.","Communication Services","Telecommunications Services",NULL,"53351494820.0",NULL
"CHUY","Chuy's Holdings, Inc.","Consumer Cyclical","Restaurants","2025-05-31","645874100.0",NULL
"CHW","Calamos Global Dynamic Income Fund","Financial Services","Asset Management - Income",NULL,"438109784.0",NULL
"CHWA","CHW Acquisition Corporation","Financial Services","Shell Companies",NULL,"305110548.0",NULL
"CHWAW","CHW Acquisition Corporation","Financial Services","Shell Companies",NULL,"9211428.0",NULL
"CHWY","Chewy, Inc.","Consumer Cyclical","Specialty Retail","2025-05-31","18773726255.0",NULL
"CHX","ChampionX Corporation","Energy","Oil & Gas Equipment & Services",NULL,"4651919100.0",NULL
"CHY","Calamos Convertible and High Income Fund","Financial Services","Asset Management - Income",NULL,"833461918.0",NULL
"CI","Cigna Corporation","Healthcare","Medical - Healthcare Plans",NULL,"84248887595.0",NULL
"CIA","Citizens, Inc.","Financial Services","Insurance - Life",NULL,"180540000.0",NULL
"CIA.MI","Compagnia Immobiliare Azionaria S.p.A.","Real Estate","Real Estate - Services",NULL,"3368778.0",NULL
"CIAN","Cian PLC","Real Estate","Real Estate - Services",NULL,"237563117.0",NULL
"CIB","Bancolombia S.A.","Financial Services","Banks - Regional","2025-06-01","10610347373.0",NULL
"CIC.L","The Conygar Investment Company PLC","Real Estate","Real Estate - Diversified",NULL,"19382545.0",NULL
"CIDM","Cinedigm Corp.","Communication Services","Entertainment",NULL,"55046470.0",NULL
"CIDMEGA.MX","Grupe, S.A.B. de C.V.","Consumer Cyclical","Gambling, Resorts & Casinos",NULL,"2219339430.0",NULL
"CIEB.MX","Corporación Interamericana de Entretenimiento, S.A.B. de C.V.","Communication Services","Entertainment",NULL,"18129181181.0",NULL
"CIEINDIA.NS","CIE Automotive India Limited","Consumer Cyclical","Auto - Parts",NULL,"172211379900.0",NULL
"CIEN","Ciena Corporation","Technology","Communication Equipment","2025-05-30","11380208760.0",NULL
"CIF","MFS Intermediate High Income Fund","Financial Services","Asset Management - Income",NULL,"30792654.0",NULL
"CIFR","Cipher Mining Inc.","Financial Services","Financial - Capital Markets",NULL,"1253917280.0",NULL
"CIFRW","Cipher Mining Inc.","Financial Services","Financial - Capital Markets",NULL,"1555046814.0",NULL
"CIG","Companhia Energética de Minas Gerais","Utilities","Diversified Utilities",NULL,"6217065811.0",NULL
"CIG-C","Companhia Energética de Minas Gerais","Utilities","Diversified Utilities",NULL,"5878536249.0",NULL
"CIGI","Colliers International Group Inc.","Real Estate","Real Estate - Services",NULL,"5998063326.0",NULL
"CIGL","Concorde International Group Ltd Class A Ordinary Shares","Industrials","Security & Protection Services",NULL,"7609375.0",NULL
"CIGNITITEC.NS","Cigniti Technologies Limited","Technology","Information Technology Services",NULL,"44635192400.0",NULL
"CIH","China Index Holdings Limited","Technology","Software - Application",NULL,"85696152.0",NULL
"CII","BlackRock Enhanced Capital and Income Fund, Inc.","Financial Services","Asset Management - Income",NULL,"837182280.0",NULL
"CIIG","CIIG Capital Partners II, Inc.","Financial Services","Shell Companies",NULL,"314453116.0",NULL
"CIIGU","CIIG Capital Partners II, Inc.","Financial Services","Shell Companies",NULL,"314453109.0",NULL
"CIIT","Tianci International, Inc.","Financial Services","Shell Companies",NULL,"35045763.0",NULL
"CIK","Credit Suisse Asset Management Income Fund, Inc.","Financial Services","Asset Management - Income",NULL,"157310440.0",NULL
"CILGX","Clarkston Fund Institutional Class","","",NULL,"183069436.0",NULL
"CIM","Chimera Investment Corporation","Real Estate","REIT - Mortgage",NULL,"1057477342.0",NULL
"CIM-PA","Chimera Investment Corporation","Real Estate","REIT - Mortgage",NULL,"1130431682.0",NULL
"CIM-PB","Chimera Investment Corporation","Real Estate","REIT - Mortgage",NULL,"1125839510.0",NULL
"CIM-PC","Chimera Investment Corporation","Real Estate","REIT - Mortgage",NULL,"1135792142.0",NULL
"CIM-PD","Chimera Investment Corporation","Real Estate","REIT - Mortgage",NULL,"1121530576.0",NULL
"CIMMCO.NS","Cimmco Limited","","",NULL,"600299575.0",NULL
"CIN.L","City of London Group plc","Financial Services","Financial - Credit Services",NULL,"11943100.0",NULL
"CINC","CinCor Pharma, Inc.","Healthcare","Biotechnology",NULL,"1271790558.0",NULL
"CINELINE.NS","Cineline India Limited","Real Estate","Real Estate - Services",NULL,"3166215360.0",NULL
"CINEVISTA.NS","Cinevista Limited","Communication Services","Entertainment",NULL,"1059129060.0",NULL
"CINF","Cincinnati Financial Corporation","Financial Services","Insurance - Property & Casualty",NULL,"23408087040.0",NULL
"CING","Cingulate Inc.","Healthcare","Biotechnology",NULL,"18681137.0",NULL
"CINGW","Cingulate Inc.","Healthcare","Biotechnology",NULL,"237760.0",NULL
"CINR","Sisecam Resources LP","Basic Materials","Chemicals",NULL,"402133938.0",NULL
"CINT","CI&T Inc","Technology","Software - Infrastructure",NULL,"782164326.0",NULL
"CIO","City Office REIT, Inc.","Real Estate","REIT - Office",NULL,"199773090.0",NULL
"CIO-PA","City Office REIT, Inc.","Real Estate","REIT - Office",NULL,"760348488.0",NULL
"CION","CION Investment Corporation","Financial Services","Asset Management",NULL,"474714069.0",NULL
"CIPLA.NS","Cipla Limited","Healthcare","Drug Manufacturers - General",NULL,"1217754213000.0",NULL
"CIPMX","Champlain Mid Cap Fund Advisor Class","Financial Services","Asset Management",NULL,"3820287513.0",NULL
"CIR","CIRCOR International, Inc.","Industrials","Industrial - Machinery",NULL,"1141940800.0",NULL
"CIR.MI","CIR S.p.A. - Compagnie Industriali Riunite","Consumer Cyclical","Auto - Parts",NULL,"547803880.0",NULL
"CISIX","Calvert US Large-Cap Core Responsible Index Fund","Financial Services","Asset Management",NULL,"5352934923.0",NULL
"CISMX","Clarkston Partners Fund Institutional Class","","",NULL,"975013128.0",NULL
"CISO","Cerberus Cyber Sentinel Corporation","Technology","Software - Infrastructure",NULL,"32363430.0",NULL
"CISS","C3is Inc.","Industrials","Marine Shipping",NULL,"2787342.0",NULL
"CITE","Cartica Acquisition Corp","Financial Services","Shell Companies",NULL,"82943127.0",NULL
"CITEU","Cartica Acquisition Corp","Financial Services","Shell Companies",NULL,"82943125.0",NULL
"CITEW","Cartica Acquisition Corp","Financial Services","Shell Companies",NULL,"2514008.0",NULL
"CIVB","Civista Bancshares, Inc.","Financial Services","Banks - Regional",NULL,"340178672.0",NULL
"CIVI","Civitas Resources, Inc.","Energy","Oil & Gas Exploration & Production",NULL,"2542244054.0",NULL
"CIX","CompX International Inc.","Industrials","Security & Protection Services",NULL,"315972090.0",NULL
"CIXX","CI Financial Corp.","Financial Services","Asset Management",NULL,"2254799094.0",NULL
"CIZ.L","Cizzle Biotechnology Holdings Plc","Healthcare","Biotechnology",NULL,"6738664.0",NULL
"CJET","Chijet Motor Company, Inc.","Consumer Cyclical","Auto - Manufacturers","2025-06-01","51891044.0",NULL
"CJJD","China Jo-Jo Drugstores, Inc.","Healthcare","Medical - Pharmaceuticals",NULL,"9947169.0",NULL
"CJMB","Callan JMB Inc.","Industrials","Integrated Freight & Logistics",NULL,"24476517.0",NULL
"CKFSL.NS","Cox & Kings Financial Service Limited","Financial Services","Financial - Credit Services",NULL,"25499075.0",NULL
"CKI.L","CK Infrastructure Holdings Limited","Utilities","Regulated Electric",NULL,"12446873400.0",NULL
"CKI.TO","Clarke Inc.","Consumer Cyclical","Travel Lodging","2025-05-31","311078250.0",NULL
"CKN.L","Clarkson PLC","Industrials","Marine Shipping",NULL,"1018960330.0",NULL
"CKPT","Checkpoint Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"367723200.0",NULL
"CKT.L","Checkit plc","Technology","Software - Application",NULL,"16201350.0",NULL
"CKX","CKX Lands, Inc.","Energy","Oil & Gas Exploration & Production",NULL,"22953993.0",NULL
"CL","Colgate-Palmolive Company","Consumer Defensive","Household & Personal Products","2025-05-31","75320434800.0",NULL
"CLA.L","Celsius Resources Limited","Basic Materials","Industrial Materials",NULL,"10190343.0",NULL
"CLA.MI","Clabo S.p.A.","Industrials","Industrial - Machinery",NULL,"117592403.0",NULL
"CLAA","Colonnade Acquisition Corp. II","Financial Services","Shell Companies",NULL,"420749980.0",NULL
"CLAA-UN","Colonnade Acquisition Corp. II","Financial Services","Shell Companies",NULL,"418268561.0",NULL
"CLAI.L","Cel AI PLC","Consumer Defensive","Household & Personal Products",NULL,"4475510.0",NULL
"CLAQ","CleanTech Acquisition Corp.","Financial Services","Shell Companies",NULL,"264604480.0",NULL
"CLAR","Clarus Corporation","Consumer Cyclical","Leisure","2025-06-01","122117724.0",NULL
"CLAY","Chavant Capital Acquisition Corp.","Financial Services","Shell Companies",NULL,"29623181.0",NULL
"CLAYU","Chavant Capital Acquisition Corp.","Financial Services","Shell Companies",NULL,"27516413.0",NULL
"CLAYW","Chavant Capital Acquisition Corp.","Financial Services","Shell Companies",NULL,"125417.0",NULL
"CLB","Core Laboratories N.V.","Energy","Oil & Gas Equipment & Services",NULL,"514305413.0",NULL
"CLBK","Columbia Financial, Inc.","Financial Services","Banks - Regional",NULL,"1472139840.0",NULL
"CLBR","Colombier Acquisition Corp.","Financial Services","Shell Companies",NULL,"303450000.0",NULL
"CLBR-UN","Colombier Acquisition Corp.","Financial Services","Shell Companies",NULL,"318324982.0",NULL
"CLBR-WT","PSQ Holdings, Inc.","Technology","Software - Application",NULL,"102462692.0",NULL
"CLBS","Caladrius Biosciences, Inc.","Healthcare","Biotechnology",NULL,"3351368.0",NULL
"CLBS.L","Celebrus Technologies plc","Technology","Software - Application",NULL,"60612040.0",NULL
"CLBT","Cellebrite DI Ltd.","Technology","Software - Infrastructure",NULL,"3915334500.0",NULL
"CLBTW","Cellebrite DI Ltd.","Technology","Software - Infrastructure",NULL,"1057867171.0",NULL
"CLC.L","Calculus VCT plc","Financial Services","Asset Management",NULL,"44016060.0",NULL
"CLCO","Cool Company Ltd.","Industrials","Marine Shipping",NULL,"350029581.0",NULL
"CLCO.L","CloudCoCo Group plc","Technology","Software - Infrastructure",NULL,"1235878.0",NULL
"CLDI","Calidi Biotherapeutics, Inc.","Healthcare","Biotechnology",NULL,"10917572.0",NULL
"CLDN.L","Caledonia Investments plc","Financial Services","Asset Management",NULL,"1964172718.0",NULL
"CLDT","Chatham Lodging Trust","Real Estate","REIT - Hotel & Motel",NULL,"348278373.0",NULL
"CLDT-PA","Chatham Lodging Trust","Real Estate","REIT - Hotel & Motel",NULL,"999279720.0",NULL
"CLDX","Celldex Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"1351121970.0",NULL
"CLE.MI","Class Editori Spa","Communication Services","Publishing",NULL,"58092120.0",NULL
"CLEAN.NS","Clean Science and Technology Limited","Basic Materials","Chemicals - Specialty",NULL,"154884152500.0",NULL
"CLEDUCATE.NS","CL Educate Limited","Consumer Defensive","Education & Training Services",NULL,"5090650030.0",NULL
"CLEU","China Liberal Education Holdings Limited","Consumer Defensive","Education & Training Services","2025-05-31","3282396.0",NULL
"CLF","Cleveland-Cliffs Inc.","Basic Materials","Steel",NULL,"3514530880.0",NULL
"CLF.MI","Caleffi S.p.A.","Consumer Cyclical","Apparel - Manufacturers",NULL,"12209999.0",NULL
"CLFD","Clearfield, Inc.","Technology","Communication Equipment",NULL,"524333210.0",NULL
"CLGN","CollPlant Biotechnologies Ltd.","Healthcare","Biotechnology",NULL,"19243560.0",NULL
"CLH","Clean Harbors, Inc.","Industrials","Waste Management",NULL,"12088629352.0",NULL
"CLI","Mack-Cali Realty Corporation","Real Estate","REIT - Office",NULL,"1832605380.0",NULL
"CLI.L","CLS Holdings plc","Real Estate","REIT - Office",NULL,"262688358.0",NULL
"CLI.MI","Centrale del Latte d'Italia S.p.A.","Consumer Defensive","Packaged Foods",NULL,"40040000.0",NULL
"CLIG.L","City of London Investment Group PLC","Financial Services","Asset Management",NULL,"170026188.0",NULL
"CLII","Climate Change Crisis Real Impact I Acquisition Corporation","Financial Services","Shell Companies",NULL,"3807683384.0",NULL
"CLIK","Click Holdings Limited","Industrials","Staffing & Employment Services",NULL,"9100920.0",NULL
"CLIM.L","Lyxor Green Bond (DR) UCITS ETF","Financial Services","Asset Management - Bonds",NULL,"543333721.0",NULL
"CLIN","Clean Earth Acquisitions Corp.","Financial Services","Shell Companies",NULL,"83521000.0",NULL
"CLINU","Clean Earth Acquisitions Corp.","Financial Services","Shell Companies",NULL,"22240717.0",NULL
"CLINW","Clean Earth Acquisitions Corp.","Financial Services","Shell Companies",NULL,"83521000.0",NULL
"CLIR","ClearSign Technologies Corporation","Industrials","Industrial - Pollution & Treatment Controls",NULL,"35128317.0",NULL
"CLLS","Cellectis S.A.","Healthcare","Biotechnology",NULL,"143924036.0",NULL
"CLM","Cornerstone Strategic Value Fund, Inc.","Financial Services","Asset Management",NULL,"2001835440.0",NULL
"CLMB","Climb Global Solutions, Inc.","Technology","Technology Distributors",NULL,"494753700.0",NULL
"CLMT","Calumet, Inc.","Energy","Oil & Gas Exploration & Production",NULL,"1144270015.0",NULL
"CLNC","Colony Credit Real Estate, Inc.","Real Estate","REIT - Diversified",NULL,"1329959040.0",NULL
"CLNE","Clean Energy Fuels Corp.","Energy","Oil & Gas Refining & Marketing",NULL,"393347960.0",NULL
"CLNINDIA.NS","Clariant Chemicals (India) Limited","Basic Materials","Chemicals - Specialty",NULL,"7375789190.0",NULL
"CLNN","Clene Inc.","Healthcare","Biotechnology",NULL,"36649620.0",NULL
"CLNNW","Clene Inc.","Healthcare","Biotechnology",NULL,"38376151.0",NULL
"CLNY","Colony Capital, Inc.","Real Estate","REIT - Diversified",NULL,"1358784432.0",NULL
"CLOER","Clover Leaf Capital Corp.","Financial Services","Shell Companies",NULL,"511.0",NULL
"CLON.L","Clontarf Energy plc","Energy","Oil & Gas Exploration & Production",NULL,"2949599.0",NULL
"CLOV","Clover Health Investments, Corp.","Healthcare","Medical - Healthcare Plans",NULL,"1488656802.0",NULL
"CLPR","Clipper Realty Inc.","Real Estate","REIT - Residential",NULL,"67815300.0",NULL
"CLPS","CLPS Incorporation","Technology","Information Technology Services",NULL,"25891851.0",NULL
"CLPT","ClearPoint Neuro, Inc.","Healthcare","Medical - Devices",NULL,"341441200.0",NULL
"CLRB","Cellectar Biosciences, Inc.","Healthcare","Biotechnology",NULL,"20136916.0",NULL
"CLRC","ClimateRock","Financial Services","Shell Companies",NULL,"55968120.0",NULL
"CLRCR","ClimateRock","Financial Services","Shell Companies",NULL,"797220.0",NULL
"CLRCU","ClimateRock","Financial Services","Shell Companies",NULL,"42642000.0",NULL
"CLRCW","ClimateRock","Financial Services","Shell Companies",NULL,"110869.0",NULL
"CLRO","ClearOne, Inc.","Technology","Communication Equipment",NULL,"9568000.0",NULL
"CLS","Celestica Inc.","Technology","Hardware, Equipment & Parts","2025-05-30","13267776960.0",NULL
"CLS.TO","Celestica Inc.","Technology","Hardware, Equipment & Parts","2025-05-30","18274528640.0",NULL
"CLSD","Clearside Biomedical, Inc.","Healthcare","Biotechnology",NULL,"62780697.0",NULL
"CLSEL.NS","Chaman Lal Setia Exports Limited","Consumer Defensive","Packaged Foods",NULL,"16998696360.0",NULL
"CLSK","CleanSpark, Inc.","Technology","Software - Application",NULL,"2418927840.0",NULL
"CLSKW","CleanSpark, Inc.","Financial Services","Financial - Capital Markets",NULL,"116591760.0",NULL
"CLSN","Imunon, Inc.","Healthcare","Biotechnology",NULL,"14471628.0",NULL
